ft_id,account_id,period_id,tax_type_cd,ft_type_cd,amount,currency_cd,ft_date,status
FT0001171,ACCT0050,PER202204,VAT,PEN,23372.38,KES,2022-05-21,FROZEN
FT0001172,ACCT0050,PER202404,VAT,BILL,61738.16,KES,2024-04-01,FROZEN
FT0001173,ACCT0050,PER202404,VAT,PAY,-51883.24,KES,2024-04-04,FROZEN
FT0001174,ACCT0050,PER202306,VAT,BILL,497184.96,KES,2023-06-01,FROZEN
FT0001175,ACCT0050,PER202306,VAT,PAY,-412563.47,KES,2023-06-19,FROZEN
FT0001176,ACCT0050,PER202402,VAT,BILL,102721.71,KES,2024-02-01,FROZEN
FT0001177,ACCT0050,PER202402,VAT,PAY,-110007.14,KES,2024-02-23,FROZEN
FT0001178,ACCT0050,PER202402,VAT,PEN,11869.22,KES,2024-03-21,FROZEN
FT0001179,ACCT0050,PER202406,VAT,BILL,311660.31,KES,2024-06-01,FROZEN
FT0001180,ACCT0050,PER202203,VAT,BILL,310089.5,KES,2022-03-01,FROZEN
FT0001181,ACCT0050,PER202203,VAT,PAY,-263731.73,KES,2022-04-06,FROZEN
FT0001182,ACCT0050,PER202409,VAT,BILL,479536.17,KES,2024-09-01,FROZEN
FT0001183,ACCT0050,PER202409,VAT,PAY,-329886.77,KES,2024-10-21,FROZEN
